,id,salaryusd,primarydatabase,yearswiththisdatabase,employmentstatus,jobtitle,managestaff,yearswiththistypeofjob,otherpeopleonyourteam,education,educationiscomputerrelated,certifications,hoursworkedperweek,telecommutedaysperweek,employmentsector,region,averagesalaryusdbins
5248,5286,110000,Microsoft SQL Server,16,Independent Consultant/Freelancer,Developer,Yes,5,1,None (no degree completed),,"Yes, and they're currently valid",60,5 or more,Private business,North America,USD105000
5334,5372,106000,Microsoft SQL Server,14,Full time employee,DBA,No,21,1,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Government,North America,USD105000
5339,5377,110000,Microsoft SQL Server,7,Full time employee,Manager,Yes,5,None,Bachelors (4 years),Yes,"Yes, but they expired",50,5 or more,Private business,North America,USD105000
5408,5446,105000,Microsoft SQL Server,13,Full time employee,Developer,No,2,1,Associates (2 years),Yes,"Yes, and they're currently valid",45,1,Private business,North America,USD105000
5410,5448,110000,Microsoft SQL Server,20,Independent Consultant/Freelancer,DBA,No,10,1,None (no degree completed),,"Yes, but they expired",50,5 or more,Private business,North America,USD105000
5422,5460,109000,Microsoft SQL Server,25,Full time employee,DBA,Yes,25,1,Bachelors (4 years),,"No, I never have",40,5 or more,Private business,North America,USD105000
5462,5500,105000,Microsoft SQL Server,20,Full time employee,DBA,No,18,2,Bachelors (4 years),Yes,"Yes, but they expired",50,"None, or less than 1 day per week",Government,North America,USD105000
5468,5506,103000,Microsoft SQL Server,5,Full time employee,Architect,Yes,5,None,Bachelors (4 years),No,"No, I never have",46,"None, or less than 1 day per week",Non-profit,North America,USD105000
5471,5509,108000,Microsoft SQL Server,15,Full time employee,DBA,No,3,2,Masters,Yes,"Yes, and they're currently valid",37,"None, or less than 1 day per week",Government,North America,USD105000
5548,5586,107000,Microsoft SQL Server,10,Full time employee,DBA,No,3,2,Bachelors (4 years),No,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Private business,Australia,USD105000
5568,5606,106000,Microsoft SQL Server,17,Full time employee,DBA,No,3,3,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,Australia,USD105000
5633,5671,102000,Microsoft SQL Server,14,Full time employee,DBA,Yes,4,None,Masters,No,"No, I never have",40,1,Non-profit,Australia,USD105000
5640,5678,110000,Microsoft SQL Server,11,Full time employee,Developer,No,11,1,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,Australia,USD105000
5660,5698,110000,Microsoft SQL Server,15,Full time employee,Developer,No,15,1,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Private business,Australia,USD105000
5687,5725,105300,Microsoft SQL Server,15,Full time employee,DBA,No,1,1,Bachelors (4 years),Yes,"Yes, but they expired",38,"None, or less than 1 day per week",Private business,Australia,USD105000
5688,5726,101000,Azure SQL DB,2,Full time employee,Developer,No,7,More than 5,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Private business,Australia,USD105000
5690,5728,105000,Microsoft SQL Server,2,Full time employee,Architect,No,5,None,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,Australia,USD105000
5697,5735,108000,Microsoft SQL Server,10,Full time employee,DBA,No,1,None,Bachelors (4 years),No,"Yes, and they're currently valid",38,5 or more,Private business,Australia,USD105000
5871,5911,105000,Microsoft SQL Server,17,Full time employee,DBA,No,18,2,None (no degree completed),No,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,Africa,USD105000
5924,5964,110000,Microsoft SQL Server,6,Full time employee,DBA,Yes,2,None,Masters,Yes,"Yes, and they're currently valid",55,"None, or less than 1 day per week",Private business,Middle East,USD105000
5925,5965,110000,Microsoft SQL Server,9,Full time employee,DBA,No,1,5,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Private business,Middle East,USD105000
6056,6097,105000,SAP,12,Full time employee,DBA,No,12,None,Bachelors (4 years),Yes,"No, I never have",43,1,Private business,Western Europe,USD105000
6060,6101,110000,Microsoft SQL Server,10,Full time employee,Developer,No,2,2,Masters,Yes,"No, I never have",37,"None, or less than 1 day per week",Private business,Western Europe,USD105000
6072,6113,110000,SAP,15,Full time employee,DBA,No,15,1,Bachelors (4 years),Yes,"No, I never have",45,2,Private business,Western Europe,USD105000
6076,6117,101500,Microsoft SQL Server,12,Full time employee,Analyst,No,5,More than 5,Masters,No,"Yes, and they're currently valid",46,"None, or less than 1 day per week",Government,Western Europe,USD105000
6135,6176,110000,Microsoft SQL Server,6,Full time employee,Engineer,No,4,1,Bachelors (4 years),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,Western Europe,USD105000
6164,6205,104000,Microsoft SQL Server,4,Full time employee,DBA,No,4,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",42,"None, or less than 1 day per week",Private business,Western Europe,USD105000
6182,6225,102000,Microsoft SQL Server,9,Full time employee,DBA,No,0,None,Associates (2 years),Yes,"Yes, and they're currently valid",37,"None, or less than 1 day per week",Private business,Western Europe,USD105000
6185,6228,108000,Microsoft SQL Server,17,Full time employee,DBA,No,17,None,Bachelors (4 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,Western Europe,USD105000
6190,6233,110000,Oracle,24,Full time employee,DBA,No,2,3,Associates (2 years),No,"No, I never have",38,4,Private business,Western Europe,USD105000
6194,6237,101000,Microsoft SQL Server,12,Full time employee,Developer,No,12,3,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Government,Western Europe,USD105000
6203,6247,107000,Microsoft SQL Server,8,Full time employee,DBA,No,1,More than 5,Associates (2 years),Yes,"Yes, but they expired",37,"None, or less than 1 day per week",Private business,Western Europe,USD105000
6215,6259,104000,Microsoft SQL Server,12,Full time employee,Developer,No,12,None,Bachelors (4 years),Yes,"No, I never have",37,"None, or less than 1 day per week",Private business,Western Europe,USD105000
6224,6268,110000,PostgreSQL,10,Full time employee,Developer,No,0,More than 5,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,Western Europe,USD105000
6229,6273,110000,Microsoft SQL Server,6,Full time employee,Engineer,No,4,1,Masters,Yes,"Yes, but they expired",40,3,Private business,Western Europe,USD105000
6240,6284,110000,Microsoft SQL Server,12,Full time employee,Architect,Yes,4,None,Masters,No,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,Western Europe,USD105000
6251,6295,110000,Microsoft SQL Server,17,Full time employee,Manager,Yes,5,More than 5,Bachelors (4 years),Yes,"No, I never have",70,"None, or less than 1 day per week",Private business,Western Europe,USD105000
6366,6410,102000,Microsoft SQL Server,15,Full time employee,Developer,No,15,4,Bachelors (4 years),Yes,"No, I never have",40,1,Private business,Africa,USD105000
6467,6512,103000,Microsoft SQL Server,6,Full time employee,Manager,Yes,4,None,Bachelors (4 years),No,"No, I never have",45,"None, or less than 1 day per week",Private business,Australia,USD105000
6468,6513,103000,Microsoft SQL Server,6,Full time employee,Manager,Yes,4,None,Bachelors (4 years),No,"No, I never have",45,"None, or less than 1 day per week",Private business,Australia,USD105000
6502,6547,105000,Microsoft SQL Server,20,Independent Consultant/Freelancer,Developer,No,20,3,Bachelors (4 years),Yes,"No, I never have",42,"None, or less than 1 day per week",Private business,Western Europe,USD105000
6554,6599,106300,Microsoft SQL Server,12,Full time employee,Analyst,No,12,1,Associates (2 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,Western Europe,USD105000
6557,6602,101363,Microsoft SQL Server,6,Full time employee,Engineer,Yes,3,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,1,Private business,Western Europe,USD105000
6558,6603,108000,Microsoft SQL Server,21,Full time employee,DBA,No,18,None,Bachelors (4 years),Yes,"Yes, but they expired",38,"None, or less than 1 day per week",Private business,Western Europe,USD105000
6589,6635,107000,Microsoft SQL Server,10,Full time employee,DBA,Yes,3,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,2,Private business,Asia,USD105000
6622,6668,100588,Microsoft SQL Server,5,Full time employee,Developer,Yes,6,None,None (no degree completed),No,"Yes, but they expired",45,"None, or less than 1 day per week",Private business,North America,USD105000
10,10,113000,Microsoft SQL Server,15,Full time employee,Architect,No,1,None,Masters,Yes,"Yes, but they expired",40,1,Private business,North America,USD115000
21,21,120000,Microsoft SQL Server,7,Full time employee,DBA,No,7,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,1,Government,North America,USD115000
31,31,113400,Microsoft SQL Server,15,Full time employee,Developer,Yes,15,2,Bachelors (4 years),No,"Yes, but they expired",40,5 or more,Private business,North America,USD115000
40,40,116000,Microsoft SQL Server,17,Full time employee,DBA,Yes,5,4,Masters,No,"No, I never have",50,5 or more,Private business,North America,USD115000
50,50,120000,Microsoft SQL Server,21,Full time employee,DBA,No,21,None,Bachelors (4 years),No,"Yes, and they're currently valid",45,1,Private business,North America,USD115000
54,54,117000,Microsoft SQL Server,16,Full time employee,DBA,No,2,More than 5,Bachelors (4 years),Yes,"No, I never have",50,2,Private business,North America,USD115000
60,60,115000,Microsoft SQL Server,10,Full time employee,DBA,No,10,4,None (no degree completed),,"No, I never have",45,3,Private business,North America,USD115000
63,64,115000,Microsoft SQL Server,20,Full time employee,DBA,No,5,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,North America,USD115000
70,71,115000,Microsoft SQL Server,12,Full time employee,Developer,No,10,1,None (no degree completed),,"No, I never have",40,"None, or less than 1 day per week",Private business,North America,USD115000
84,85,113000,Microsoft SQL Server,18,Full time employee,Engineer,No,18,2,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,North America,USD115000
92,93,115000,Microsoft SQL Server,6,Full time employee,Manager,Yes,3,2,None (no degree completed),,"No, I never have",50,2,Private business,North America,USD115000
95,97,117832,Microsoft SQL Server,17,Full time employee,Developer,No,3,None,Bachelors (4 years),No,"No, I never have",40,5 or more,Government,North America,USD115000
100,102,115000,Microsoft SQL Server,10,Full time employee,DBA,No,10,More than 5,Masters,Yes,"Yes, and they're currently valid",40,1,Private business,North America,USD115000
108,110,120000,Microsoft SQL Server,17,Full time employee,Developer,No,17,1,None (no degree completed),,"No, I never have",40,5 or more,Private business,North America,USD115000
114,116,115000,Microsoft SQL Server,21,Full time employee,Architect,No,2,2,Bachelors (4 years),No,"Yes, but they expired",45,5 or more,Private business,North America,USD115000
120,122,111000,Microsoft SQL Server,6,Full time employee,Developer,No,12,1,Bachelors (4 years),Yes,"Yes, but they expired",45,"None, or less than 1 day per week",Private business,North America,USD115000
127,129,112500,Microsoft SQL Server,7,Full time employee,Developer,No,10,More than 5,Bachelors (4 years),Yes,"Yes, and they're currently valid",48,"None, or less than 1 day per week",Private business,North America,USD115000
128,130,120000,Microsoft SQL Server,12,Full time employee,DBA,No,3,3,Associates (2 years),Yes,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Private business,North America,USD115000
131,133,120000,Microsoft SQL Server,16,Full time employee,DBA,No,10,4,Bachelors (4 years),Yes,"Yes, but they expired",40,4,Private business,North America,USD115000
132,134,120000,Microsoft SQL Server,16,Full time employee,DBA,No,1,3,Bachelors (4 years),Yes,"Yes, but they expired",40,1,Private business,North America,USD115000
133,135,120000,Microsoft SQL Server,12,Full time employee,Developer,Yes,9,3,Bachelors (4 years),No,"Yes, and they're currently valid",40,5 or more,Private business,North America,USD115000
135,137,118000,Oracle,8,Full time employee,Architect,Yes,2,None,Masters,Yes,"No, I never have",50,2,Private business,North America,USD115000
146,148,113000,Microsoft SQL Server,12,Full time employee,Developer,No,2,More than 5,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,North America,USD115000
150,152,115000,Microsoft SQL Server,20,Full time employee,DBA,No,20,None,None (no degree completed),,"Yes, but they expired",40,1,Government,North America,USD115000
162,164,119000,Microsoft SQL Server,10,Full time employee,Developer,No,10,None,Bachelors (4 years),Yes,"Yes, but they expired",45,"None, or less than 1 day per week",Private business,North America,USD115000
165,167,112000,Microsoft SQL Server,12,Full time employee,DBA,No,8,None,Bachelors (4 years),Yes,"No, I never have",40,1,Private business,North America,USD115000
173,175,116000,Microsoft SQL Server,15,Full time employee,DBA,Yes,7,1,None (no degree completed),,"Yes, and they're currently valid",45,5 or more,Private business,North America,USD115000
178,180,116000,Microsoft SQL Server,20,Full time employee,Architect,No,4,None,None (no degree completed),,"No, I never have",40,1,Private business,North America,USD115000
