,id,salaryusd,country,primarydatabase,yearswiththisdatabase,employmentstatus,jobtitle,managestaff,yearswiththistypeofjob,otherpeopleonyourteam,education,educationiscomputerrelated,certifications,hoursworkedperweek,telecommutedaysperweek,employmentsector,region
5220,5258,100000.0,Belgium,SAP,1.0,Independent Consultant/Freelancer,Architect,No,1.0,More than 5,Doctorate/PhD,No,"No, I never have",40.0,3,Private business,Western Europe
5221,5259,39000.0,Belgium,Oracle,10.0,Full time employee,DBA,No,10.0,More than 5,Bachelors (4 years),Yes,"Yes, and they're currently valid",45.0,"None, or less than 1 day per week",Private business,Western Europe
5222,5260,51500.0,Belgium,Microsoft SQL Server,15.0,Full time employee,Developer,No,20.0,1,Bachelors (4 years),No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5223,5261,58000.0,Belgium,Microsoft SQL Server,10.0,Full time employee,DBA,No,5.0,None,None (no degree completed),,"No, I never have",40.0,5 or more,Private business,Western Europe
5224,5262,68000.0,Belgium,Microsoft SQL Server,15.0,Full time employee,DBA,No,5.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",38.0,2,Private business,Western Europe
5225,5263,69000.0,Belgium,Microsoft SQL Server,8.0,Full time employee,Manager,Yes,5.0,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",45.0,1,Private business,Western Europe
5226,5264,70000.0,Belgium,Microsoft SQL Server,15.0,Full time employee,DBA,Yes,15.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",38.0,"None, or less than 1 day per week",Private business,Western Europe
5227,5265,80000.0,Belgium,Microsoft SQL Server,5.0,Independent Consultant/Freelancer,DBA,No,5.0,None,None (no degree completed),No,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5228,5266,76000.0,Belgium,Microsoft SQL Server,8.0,Full time employee,Developer,No,10.0,1,Masters,Yes,"Yes, and they're currently valid",40.0,1,Private business,Western Europe
5229,5267,27600.0,Belgium,PostgreSQL,2.0,Full time employee,Developer,No,2.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,Western Europe
5230,5268,47219.2,Belgium,Microsoft SQL Server,5.0,Independent Consultant/Freelancer,DBA,Yes,2.0,More than 5,Bachelors (4 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,Western Europe
5231,5269,43000.0,Belgium,Microsoft SQL Server,3.0,Full time employee,DBA,Yes,3.0,4,Bachelors (4 years),Yes,"Yes, and they're currently valid",38.0,2,Government,Western Europe
5232,5270,56000.0,Belgium,Microsoft SQL Server,6.0,Full time employee,Engineer,No,3.0,2,None (no degree completed),,"Yes, and they're currently valid",45.0,3,Private business,Western Europe
5233,5271,50000.0,Belgium,Microsoft SQL Server,12.0,Full time employee,Developer,No,11.0,More than 5,None (no degree completed),Yes,"Yes, and they're currently valid",38.0,"None, or less than 1 day per week",Private business,Western Europe
5234,5272,57000.0,Belgium,Microsoft SQL Server,12.0,Full time employee,DBA,No,12.0,None,Masters,No,"No, I never have",38.0,"None, or less than 1 day per week",Non-profit,Western Europe
5235,5273,45500.0,Belgium,Microsoft SQL Server,5.0,Full time employee,Developer,Yes,1.0,2,Masters,Yes,"Yes, and they're currently valid",48.0,"None, or less than 1 day per week",Private business,Western Europe
5236,5274,100000.0,Belgium,Microsoft SQL Server,10.0,Independent Consultant/Freelancer,Developer,No,10.0,None,Masters,Yes,"Yes, but they expired",35.0,"None, or less than 1 day per week",Private business,Western Europe
5237,5275,75080.0,Belgium,Microsoft SQL Server,19.0,Full time employee,Developer,No,9.0,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5238,5276,180000.0,Belgium,Microsoft SQL Server,10.0,Independent Consultant/Freelancer,DBA,Yes,10.0,1,None (no degree completed),,"No, I never have",40.0,1,Private business,Western Europe
5239,5277,70000.0,Belgium,Microsoft SQL Server,15.0,Full time employee,DBA,Yes,15.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5240,5278,27000.0,Belgium,Microsoft SQL Server,2.0,Full time employee,DBA,No,2.0,More than 5,Bachelors (4 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,Western Europe
5241,5279,50000.0,Belgium,Microsoft SQL Server,2.0,Full time employee,DBA,No,2.0,3,None (no degree completed),,"No, I never have",38.0,1,Private business,Western Europe
5242,5280,90000.0,Belgium,Microsoft SQL Server,10.0,Independent Consultant/Freelancer,Developer,Yes,20.0,1,None (no degree completed),No,"No, I never have",30.0,1,Private business,Western Europe
5243,5281,83000.0,Canada,Microsoft SQL Server,15.0,Full time employee,Developer,No,10.0,None,Bachelors (4 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,North America
5244,5282,45000.0,Canada,Microsoft SQL Server,10.0,Full time employee,DBA,Yes,4.0,More than 5,Associates (2 years),Yes,"Yes, and they're currently valid",42.0,5 or more,Private business,North America
5245,5283,67000.0,Canada,Microsoft SQL Server,10.0,Full time employee,DBA,No,1.0,None,Bachelors (4 years),Yes,"Yes, and they're currently valid",37.0,"None, or less than 1 day per week",Private business,North America
5246,5284,46000.0,Canada,Microsoft SQL Server,3.0,Full time employee,DBA,No,2.0,None,Bachelors (4 years),No,"No, I never have",45.0,"None, or less than 1 day per week",Private business,North America
5247,5285,81000.0,Canada,Microsoft SQL Server,9.0,Full time employee,DBA,No,7.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
5248,5286,49124.0,Canada,Microsoft SQL Server,5.0,Full time employee,DBA,Yes,1.0,None,None (no degree completed),,"No, I never have",40.0,1,Private business,North America
5249,5287,110000.0,Canada,Microsoft SQL Server,16.0,Independent Consultant/Freelancer,Developer,Yes,5.0,1,None (no degree completed),,"Yes, and they're currently valid",60.0,5 or more,Private business,North America
5250,5288,100000.0,Canada,Microsoft SQL Server,22.0,Full time employee,DBA,Yes,15.0,2,None (no degree completed),,"No, I never have",45.0,2,Private business,North America
5251,5289,53000.0,Canada,Microsoft SQL Server,6.0,Full time employee,DBA,No,7.0,None,Bachelors (4 years),Yes,"No, I never have",38.0,"None, or less than 1 day per week",Private business,North America
5252,5290,75000.0,Canada,Microsoft SQL Server,8.0,Full time employee,DBA,Yes,3.0,4,None (no degree completed),Yes,"No, I never have",40.0,1,Government,North America
5253,5291,81000.0,Canada,Microsoft SQL Server,18.0,Full time employee,Architect,No,10.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
5254,5292,64500.0,Canada,Microsoft SQL Server,10.0,Independent Consultant/Freelancer,DBA,No,2.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
5255,5293,111214.0,Canada,Microsoft SQL Server,16.0,Full time employee,DBA,No,8.0,4,Bachelors (4 years),Yes,"No, I never have",38.0,1,Government,North America
5256,5294,65000.0,Canada,Microsoft SQL Server,15.0,Full time employee,DBA,No,9.0,None,Doctorate/PhD,Yes,"Yes, and they're currently valid",37.0,1,Government,North America
5257,5295,65000.0,Canada,Microsoft SQL Server,11.0,Full time employee,DBA,No,11.0,4,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Government,North America
5258,5296,57512.0,Canada,Microsoft SQL Server,25.0,Full time employee,DBA,Yes,12.0,None,Bachelors (4 years),Yes,"Yes, but they expired",42.0,5 or more,Private business,North America
5259,5297,56000.0,Canada,Microsoft SQL Server,13.0,Full time employee,DBA,No,8.0,1,Bachelors (4 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,North America
5260,5298,59000.0,Canada,Microsoft SQL Server,6.0,Full time employee,DBA,No,6.0,None,Bachelors (4 years),No,"Yes, but they expired",45.0,"None, or less than 1 day per week",Private business,North America
5261,5299,66000.0,Canada,Microsoft SQL Server,7.0,Full time employee,Developer,Yes,7.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
5262,5300,66000.0,Canada,Microsoft SQL Server,17.0,Full time employee,DBA,No,3.0,2,Associates (2 years),Yes,"No, I never have",38.0,1,Private business,North America
5263,5301,80000.0,Canada,Microsoft SQL Server,14.0,Full time employee,Analyst,Yes,10.0,None,Masters,Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Private business,North America
5264,5302,150000.0,Canada,Microsoft SQL Server,15.0,Full time employee,DBA,Yes,20.0,2,None (no degree completed),,"Yes, but they expired",50.0,5 or more,Private business,North America
5265,5303,64000.0,Canada,Microsoft SQL Server,10.0,Full time employee,DBA,No,12.0,1,Associates (2 years),Yes,"No, I never have",38.0,"None, or less than 1 day per week",Private business,North America
5266,5304,95000.0,Canada,Microsoft SQL Server,10.0,Full time employee,Architect,No,1.0,1,Associates (2 years),Yes,"Yes, but they expired",40.0,3,Private business,North America
5267,5305,90756.0,Canada,Microsoft SQL Server,19.0,Full time employee,DBA,No,10.0,More than 5,Bachelors (4 years),Yes,"No, I never have",45.0,1,Private business,North America
5268,5306,57000.0,Canada,Microsoft SQL Server,1.0,Full time employee,DBA,No,1.0,None,None (no degree completed),Yes,"No, I never have",35.0,"None, or less than 1 day per week",Private business,North America
5269,5307,62391.0,Canada,Microsoft SQL Server,10.0,Full time employee,DBA,No,6.0,2,Associates (2 years),Yes,"Yes, and they're currently valid",36.0,"None, or less than 1 day per week",Government,North America
5270,5308,71500.0,Canada,Microsoft SQL Server,12.0,Full time employee,Analyst,No,5.0,5,Associates (2 years),Yes,"Yes, but they expired",36.0,"None, or less than 1 day per week",Government,North America
5271,5309,100000.0,Canada,Microsoft SQL Server,10.0,Full time employee,Manager,Yes,3.0,None,Associates (2 years),Yes,"No, I never have",65.0,1,Private business,North America
5272,5310,65000.0,Canada,Microsoft SQL Server,15.0,Full time employee,DBA,Yes,10.0,1,Associates (2 years),No,"Yes, and they're currently valid",35.0,3,Government,North America
5273,5311,135900.0,Canada,Microsoft SQL Server,15.0,Independent Consultant/Freelancer,Architect,No,20.0,None,Associates (2 years),Yes,"No, I never have",40.0,1,Government,North America
5274,5312,76000.0,Canada,Microsoft SQL Server,2.0,Full time employee,Manager,Yes,1.0,None,Bachelors (4 years),No,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
5275,5313,77200.0,Canada,Microsoft SQL Server,13.0,Full time employee,Engineer,No,2.0,1,Masters,,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,North America
5276,5314,52898.0,Canada,Microsoft SQL Server,9.0,Full time employee,Developer,No,9.0,None,Associates (2 years),Yes,"Yes, and they're currently valid",40.0,"None, or less than 1 day per week",Government,North America
5277,5315,60438.0,Canada,Microsoft SQL Server,10.0,Full time employee,Manager,Yes,4.0,None,Associates (2 years),Yes,"Yes, and they're currently valid",55.0,3,Private business,North America
5278,5316,67000.0,Canada,Microsoft SQL Server,8.0,Full time employee,DBA,No,9.0,None,Bachelors (4 years),,"No, I never have",35.0,"None, or less than 1 day per week",Private business,North America
5279,5317,74000.0,Canada,Microsoft SQL Server,15.0,Full time employee,Developer,Yes,2.0,None,Doctorate/PhD,No,"No, I never have",50.0,1,Private business,North America
5280,5318,75000.0,Canada,Microsoft SQL Server,18.0,Full time employee,DBA,No,10.0,None,Bachelors (4 years),Yes,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,North America
5281,5319,50000.0,Canada,Microsoft SQL Server,10.0,Full time employee,DBA,No,10.0,None,Bachelors (4 years),No,"Yes, but they expired",40.0,"None, or less than 1 day per week",Private business,North America
5282,5320,58000.0,Canada,Microsoft SQL Server,5.0,Full time employee,Developer,No,8.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
5283,5321,50000.0,Canada,Microsoft SQL Server,5.0,Full time employee,DBA,No,9.0,None,None (no degree completed),,"Yes, and they're currently valid",41.0,"None, or less than 1 day per week",Private business,North America
5284,5322,71807.0,Canada,Microsoft SQL Server,8.0,Full time employee,DBA,No,8.0,2,None (no degree completed),,"No, I never have",38.0,"None, or less than 1 day per week",Government,North America
5285,5323,72000.0,Canada,Microsoft SQL Server,6.0,Full time employee,DBA,No,6.0,More than 5,Bachelors (4 years),Yes,"Yes, and they're currently valid",45.0,1,Private business,North America
5286,5324,57800.0,Canada,Microsoft SQL Server,12.0,Full time employee,Developer,No,4.0,None,Bachelors (4 years),Yes,"No, I never have",40.0,"None, or less than 1 day per week",Private business,North America
5287,5325,64000.0,Canada,Microsoft SQL Server,30.0,Full time employee,DBA,No,30.0,1,Masters,No,"Yes, but they expired",44.0,"None, or less than 1 day per week",Government,North America
5288,5326,69508.0,Canada,Microsoft SQL Server,15.0,Full time employee,Developer,No,15.0,3,Associates (2 years),Yes,"Yes, and they're currently valid",35.0,"None, or less than 1 day per week",Private business,North America
5289,5327,70000.0,Canada,Microsoft SQL Server,20.0,Full time employee,DBA,No,1.0,4,None (no degree completed),,"Yes, but they expired",35.0,1,Private business,North America
5290,5328,180000.0,Canada,Microsoft SQL Server,17.0,Independent Consultant/Freelancer,Architect,Yes,17.0,1,None (no degree completed),,"Yes, but they expired",30.0,1,Private business,North America
5291,5329,85000.0,Canada,Microsoft SQL Server,10.0,Full time employee,Developer,No,3.0,1,Masters,Yes,"Yes, and they're currently valid",38.0,"None, or less than 1 day per week",Private business,North America
5292,5330,71000.0,Canada,Microsoft SQL Server,20.0,Full time employee,DBA,No,16.0,1,Associates (2 years),,"Yes, but they expired",40.0,"None, or less than 1 day per week",Government,North America
5293,5331,180000.0,Canada,Microsoft SQL Server,12.0,Independent Consultant/Freelancer,Developer,Yes,2.0,4,None (no degree completed),Yes,"No, I never have",60.0,3,Private business,North America
5294,5332,85000.0,Canada,Microsoft SQL Server,8.0,Full time employee,DBA,No,5.0,2,Bachelors (4 years),Yes,"Yes, but they expired",45.0,"None, or less than 1 day per week",Private business,North America
5295,5333,60000.0,Canada,Microsoft SQL Server,18.0,Full time employee,Developer,No,12.0,4,Masters,Yes,"No, I never have",38.0,"None, or less than 1 day per week",Government,North America
5296,5334,68000.0,Canada,Microsoft SQL Server,8.0,Full time employee,Developer,No,8.0,3,Associates (2 years),Yes,"No, I never have",45.0,3,Government,North America
5297,5335,58000.0,Canada,Microsoft SQL Server,6.0,Full time employee,Developer,No,1.0,1,Masters,No,"Yes, and they're currently valid",40.0,1,Private business,North America
5298,5336,80000.0,Canada,Microsoft SQL Server,7.0,Full time employee,Developer,No,7.0,None,Associates (2 years),Yes,"No, I never have",35.0,"None, or less than 1 day per week",Private business,North America
